word,image_url,description,examples,level,is_favorite,needs_review,last_seen,created_at,video_url,category
Attention Seeking,,Sign language gesture for 'Attention Seeking',Example sentence using 'Attention Seeking'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745944,2025-07-17T18:32:00.745944,https://drive.google.com/file/d/1FnzkthGK5SlEueI4lLJ0WcGRj1DcWQe7/view?usp=sharing,BASIC
Authentic Self,,Sign language gesture for 'Authentic Self',Example sentence using 'Authentic Self'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745921,2025-07-17T18:32:00.745921,https://drive.google.com/file/d/1tyNWu4MybkjCD_NFETdvSSh5IeDH93gh/view?usp=sharing,BASIC
Autism Spectrum Disorders,,Sign language gesture for 'Autism Spectrum Disorders',Example sentence using 'Autism Spectrum Disorders'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745867,2025-07-17T18:32:00.745867,https://drive.google.com/file/d/1UfCTvM8NLwq1nLdjtyyCdXzM8JXxYqez/view?usp=sharing,MEDICAL AND HEALTH
Avoid,,Sign language gesture for 'Avoid',Example sentence using 'Avoid'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745910,2025-07-17T18:32:00.745910,https://drive.google.com/file/d/1hCpEoeOJ7-tWpIoee1nI2c6D4f7JD8g3/view?usp=sharing,BASIC
Avoid Situations,,Sign language gesture for 'Avoid Situations',Example sentence using 'Avoid Situations'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745900,2025-07-17T18:32:00.745900,https://drive.google.com/file/d/1iQt2Nsgp2LQQBA_iQlxLumfqEn-d8Kfr/view?usp=sharing,BASIC
Aware,,Sign language gesture for 'Aware',Example sentence using 'Aware'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745889,2025-07-17T18:32:00.745889,https://drive.google.com/file/d/1Ku4RKjq5QkTrBrHfjXE1caAkjyfketIu/view?usp=sharing,BASIC
Awareness,,Sign language gesture for 'Awareness',Example sentence using 'Awareness'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745879,2025-07-17T18:32:00.745879,https://drive.google.com/file/d/1k5cozNqEmLLJbDnG8XWNkIFY-tWtZeK6/view?usp=sharing,BASIC
Awful,,Sign language gesture for 'Awful',Example sentence using 'Awful'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745860,2025-07-17T18:32:00.745860,https://drive.google.com/file/d/1vrms9wfiYtJDY7hhaL2E6oLyvrZLTTP0/view?usp=sharing,EMOTIONS AND REACTIONS
Awkwardness,,Sign language gesture for 'Awkwardness',Example sentence using 'Awkwardness'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745841,2025-07-17T18:32:00.745841,https://drive.google.com/file/d/1eUQ_KQgC8ZvGdvFqTxAobkW1TO0OnHmk/view?usp=sharing,EMOTIONS AND REACTIONS
Bad,,Thumbs down,This is bad news.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051498,2025-07-02T14:53:25.051500,https://drive.google.com/file/d/1WcuZc-1DlEvmVZezQJXeJy4tVdDkSQPc/view?usp=sharing,BASIC
Bag,,Pretend to hold bag handles,My bag is heavy.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051622,2025-07-02T14:53:25.051625,https://drive.google.com/file/d/1pMYPlTDmL_yi7k_FqWP4GyNjJzsAZsHw/view?usp=sharing,BASIC
Baoli,,Sign language gesture for 'Baoli',Example sentence using 'Baoli'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747577,2025-07-17T18:32:00.747577,https://drive.google.com/file/d/1c9KBikvx2RD-7Hb2riXaaHp7lXNOBkz4/view?usp=sharing,BASIC
Bathroom,,Make 'B' handshape and shake it side to side,The bathroom is upstairs.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051169,2025-07-02T14:53:25.051171,https://drive.google.com/file/d/1OxmZKYsMe1YUE87HooNl9g9UtvXyAC6R/view?usp=sharing,BASIC
Beautiful,,"Circle face with hand, then close fingers",She is very beautiful.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051483,2025-07-02T14:53:25.051485,https://drive.google.com/file/d/1n4d78NhkBEU3l3gkYYkeeFcHx7nj2me6/view?usp=sharing,BASIC
Before,,Both hands move backward,I arrived before you.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051386,2025-07-02T14:53:25.051388,https://drive.google.com/file/d/10xwrSErvsTGw6yiNyKbYZU1SLytMxKey/view?usp=sharing,BASIC
Behavioural Activation,,Sign language gesture for 'Behavioural Activation',Example sentence using 'Behavioural Activation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745855,2025-07-17T18:32:00.745855,https://drive.google.com/file/d/1V6GNCm5-CAPoBAxn9y8lmReVYoLU0R97/view?usp=sharing,BASIC
Behavioural Disorders,,Sign language gesture for 'Behavioural Disorders',Example sentence using 'Behavioural Disorders'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745807,2025-07-17T18:32:00.745807,https://drive.google.com/file/d/17Hd1dkDiyCsc7H-8BLhz2w89ayBNQfpD/view?usp=sharing,MEDICAL AND HEALTH
Bereavement,,Sign language gesture for 'Bereavement',Example sentence using 'Bereavement'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745800,2025-07-17T18:32:00.745800,https://drive.google.com/file/d/1x4oW2xJQG_VhGkrOlq0yzhR2WdL4wNav/view?usp=sharing,BASIC
Betrayed,,Sign language gesture for 'Betrayed',Example sentence using 'Betrayed'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745782,2025-07-17T18:32:00.745782,https://drive.google.com/file/d/1eTEOe4qXXDhTgLTbIIfXCSe3y0Rl05hH/view?usp=sharing,EMOTIONS AND REACTIONS
Big,,Both hands spread wide apart,That's a big house.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051424,2025-07-02T14:53:25.051427,https://drive.google.com/file/d/1fYlXCKNNo8Xy0aggwQ0pPVTtbKU5Oqnk/view?usp=sharing,BASIC
Biodegradable,,Sign language gesture for 'Biodegradable',Example sentence using 'Biodegradable'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747301,2025-07-17T18:32:00.747301,https://drive.google.com/file/d/1XsfiOXgllVvWDvtm-djr9S2ZEFJpl9Yi/view?usp=sharing,BASIC
Biosphere,,Sign language gesture for 'Biosphere',Example sentence using 'Biosphere'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746673,2025-07-17T18:32:00.746673,https://drive.google.com/file/d/1FFY5ICh7994M7ueuMrFCA4j8qWiGo3dh/view?usp=sharing,BASIC
Biosphere Reserve,,Sign language gesture for 'Biosphere Reserve',Example sentence using 'Biosphere Reserve'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746926,2025-07-17T18:32:00.746926,https://drive.google.com/file/d/1caTXHBvReklv1vS-D2pkt3DtrttHKLr0/view?usp=sharing,BASIC
Bipolar Disorder,,Sign language gesture for 'Bipolar Disorder',Example sentence using 'Bipolar Disorder'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745789,2025-07-17T18:32:00.745789,https://drive.google.com/file/d/1PYRlOzU2vkg1kSXkeqGtrZXIcUGGcrtV/view?usp=sharing,MEDICAL AND HEALTH
Birthday,,Sign 'birth' then 'day',Today is my birthday.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051800,2025-07-02T14:53:25.051804,https://drive.google.com/file/d/1Aa7yNub0VCvqey1D_Pu4tS1ip9Gi1pHu/view?usp=sharing,BASIC
Birthright,,Sign language gesture for 'Birthright',Example sentence using 'Birthright'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747168,2025-07-17T18:32:00.747168,https://drive.google.com/file/d/1C7j_Qmsg8dCAaXubG8fVqf9GBi4p7ynx/view?usp=sharing,BASIC
Bitter,,Sign language gesture for 'Bitter',Example sentence using 'Bitter'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745769,2025-07-17T18:32:00.745769,https://drive.google.com/file/d/1592-D8vxof_nrMvFO9kOtK8Fkcjoi78p/view?usp=sharing,BASIC
Body Dysmorphia,,Sign language gesture for 'Body Dysmorphia',Example sentence using 'Body Dysmorphia'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.743323,2025-07-17T18:32:00.743323,https://drive.google.com/file/d/1ucqd3kg_MunFjiIob6mAt5UFolO_FG80/view?usp=sharing,BASIC
Body Positive,,Sign language gesture for 'Body Positive',Example sentence using 'Body Positive'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745779,2025-07-17T18:32:00.745779,https://drive.google.com/file/d/1ubmZHkY8b3K_UuNXAjm-5g85qLfa_Ulp/view?usp=sharing,BASIC
Book,,"Palms together, then open like opening a book",This book is very interesting.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051147,2025-07-02T14:53:25.051151,https://drive.google.com/file/d/1cntn5B2rAxogseGNk_IhK6gq7PrliuOr/view?usp=sharing,BASIC
Bored,,Index finger twists at nose,I'm bored at home.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051550,2025-07-02T14:53:25.051552,https://drive.google.com/file/d/1PZAelTSM3EUXDKdJ-zkY6jCdO14bz15Y/view?usp=sharing,BASIC
Brain Fog,,Sign language gesture for 'Brain Fog',Example sentence using 'Brain Fog'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745748,2025-07-17T18:32:00.745748,https://drive.google.com/file/d/1eZ9PAmbhkM0rK72B2NpiVo_r0KqOpnEh/view?usp=sharing,BASIC
Brains Function,,Sign language gesture for 'Brains Function',Example sentence using 'Brains Function'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745758,2025-07-17T18:32:00.745758,https://drive.google.com/file/d/1Oi9FcXKKZr2EuYD50dtvYocrtQ2pnTsK/view?usp=sharing,BASIC
Breaking Yourself,,Sign language gesture for 'Breaking Yourself',Example sentence using 'Breaking Yourself'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745737,2025-07-17T18:32:00.745737,https://drive.google.com/file/d/1o2QWj3f5lotNsi0F8ayKdHUEIKg2rIMw/view?usp=sharing,BASIC
Brother,,"Point to forehead, then make two index fingers side by side",My brother is taller than me.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051109,2025-07-02T14:53:25.051111,,BASIC
Brush,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051913,2025-07-02T14:53:25.051915,,DAILY ACTIONS
Bulimia Nervosa,,Sign language gesture for 'Bulimia Nervosa',Example sentence using 'Bulimia Nervosa'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745716,2025-07-17T18:32:00.745716,https://drive.google.com/file/d/1sDQdLwMGECJNEYsQ7M9YxC6FTxeN3mcp/view?usp=sharing,BASIC
Burnout,,Sign language gesture for 'Burnout',Example sentence using 'Burnout'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745726,2025-07-17T18:32:00.745726,https://drive.google.com/file/d/1G855O_kg58GJEgDnWxr2TqGvpbcq3QGc/view?usp=sharing,EMOTIONS AND REACTIONS
Busy,,Both hands move quickly back and forth,I'm too busy to talk.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051555,2025-07-02T14:53:25.051557,https://drive.google.com/file/d/1V45XQgyLDdHEnGH2FKwOHRwJn-oUmpRE/view?usp=sharing,BASIC
Buy,,"Place money in palm, then move hand forward",I want to buy a new car.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051278,2025-07-02T14:53:25.051280,https://drive.google.com/file/d/1uqjhpv_NQosgupAKDzmvkqUS3fTAkmN2/view?usp=sharing,BASIC
Calendar,,Flat hand moves down in grid pattern,Check the calendar.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051671,2025-07-02T14:53:25.051673,https://drive.google.com/file/d/1097383J-KXLEms4cfxrlp6jopn6ciYan/view?usp=sharing,BASIC
Call,,Thumb and pinky extended to ear and mouth,I'll call you tonight.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051576,2025-07-02T14:53:25.051578,https://drive.google.com/file/d/1De_Z4trQ2CEWDkjT-2FfWNg0dOOHxmBB/view?usp=sharing,BASIC
Calm,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051908,2025-07-02T14:53:25.051910,https://drive.google.com/file/d/1KYri17xsxBOzmRz7ooIotWaupEa_cdH8/view?usp=sharing,EMOTIONS AND REACTIONS
Camera,,Pretend to hold camera and take picture,I forgot my camera.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051613,2025-07-02T14:53:25.051616,https://drive.google.com/file/d/1blgTWgbKr0fc9elpSMSDPygSo8fu_RPo/view?usp=sharing,BASIC
Can,,Gesture representing 'Can' in ISL,Use the sign for 'Can' in a sentence like: 'I want to can.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051828,2025-07-02T14:53:25.051831,https://drive.google.com/file/d/1n0pWw-rYPnnB6lvZ43oUa2xk861U14Li/view?usp=sharing,BASIC
Canal,,Sign language gesture for 'Canal',Example sentence using 'Canal'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747623,2025-07-17T18:32:00.747623,https://drive.google.com/file/d/1JGy--lB2EJ6GaXMseDCeMx7ansvRbJKW/view?usp=sharing,SCIENCE AND ACADEMIC
Cannot,,Gesture representing 'Cannot' in ISL,Use the sign for 'Cannot' in a sentence like: 'I want to cannot.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051837,2025-07-02T14:53:25.051840,,BASIC
Capability,,Sign language gesture for 'Capability',Example sentence using 'Capability'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745695,2025-07-17T18:32:00.745695,https://drive.google.com/file/d/1iUF0Ibd_LBI9R9rvRld20RyymJ80KbiZ/view?usp=sharing,BASIC
Capacity Building,,Sign language gesture for 'Capacity Building',Example sentence using 'Capacity Building'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745705,2025-07-17T18:32:00.745705,https://drive.google.com/file/d/13EjePDwoEdNfbA32EPAu0XgYw3JxhJp7/view?usp=sharing,BASIC
Cash Crop,,Sign language gesture for 'Cash Crop',Example sentence using 'Cash Crop'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747602,2025-07-17T18:32:00.747602,https://drive.google.com/file/d/1u9WyALfrIxKJldwwNDW1HfzFt4F-CpxW/view?usp=sharing,SCIENCE AND ACADEMIC
Catatonia,,Sign language gesture for 'Catatonia',Example sentence using 'Catatonia'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745672,2025-07-17T18:32:00.745672,https://drive.google.com/file/d/1bcRmxV7x2Cuij9KfXsgH3XmI7SWhV_Ys/view?usp=sharing,BASIC
Causes,,Sign language gesture for 'Causes',Example sentence using 'Causes'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745683,2025-07-17T18:32:00.745683,https://drive.google.com/file/d/1qtCc8FL8vhlKAG5RZG6NI-RrTE-Pw0s5/view?usp=sharing,GENERAL
Cbt Cognitive Behavioural Therapy,,Sign language gesture for 'Cbt Cognitive Behavioural Therapy',Example sentence using 'Cbt Cognitive Behavioural Therapy'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745661,2025-07-17T18:32:00.745661,https://drive.google.com/file/d/10uxmgzAYIymSVXkmzeJ84k1ubwyywT8X/view?usp=sharing,MEDICAL AND HEALTH
Celestial Bodies,,Sign language gesture for 'Celestial Bodies',Example sentence using 'Celestial Bodies'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746306,2025-07-17T18:32:00.746306,https://drive.google.com/file/d/17WYiqv1cxWfXe8Oo0lQdYLupRDOMUYG8/view?usp=sharing,BASIC
Certainty,,Sign language gesture for 'Certainty',Example sentence using 'Certainty'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745654,2025-07-17T18:32:00.745654,https://drive.google.com/file/d/19jHcvlNv_61xgLHO_NkxAt3r2Q9RbFhb/view?usp=sharing,BASIC
Chalukyas,,Sign language gesture for 'Chalukyas',Example sentence using 'Chalukyas'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747271,2025-07-17T18:32:00.747271,https://drive.google.com/file/d/1XvAZSi_86uy_MAxIgge0gFamN3Kwdgkm/view?usp=sharing,HISTORY AND CULTURE
Chest Pain,,Sign language gesture for 'Chest Pain',Example sentence using 'Chest Pain'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745643,2025-07-17T18:32:00.745643,https://drive.google.com/file/d/1TldLZ7sgsQNtlhLFSj5HsRznFoXN3ceI/view?usp=sharing,BASIC
Childhood,,Sign language gesture for 'Childhood',Example sentence using 'Childhood'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745625,2025-07-17T18:32:00.745625,https://drive.google.com/file/d/1-exr789aIPtJ4EY2QWErwtK1czStDC7X/view?usp=sharing,BASIC
Childhood Trauma,,Sign language gesture for 'Childhood Trauma',Example sentence using 'Childhood Trauma'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745632,2025-07-17T18:32:00.745632,https://drive.google.com/file/d/1_lm-1kJWfmIES7ibzPXjbPIpl41x-lhl/view?usp=sharing,MEDICAL AND HEALTH
Chronic Pain,,Sign language gesture for 'Chronic Pain',Example sentence using 'Chronic Pain'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745612,2025-07-17T18:32:00.745612,https://drive.google.com/file/d/1aUNvug4ZZ6yLbOm8Rg521bgDaqw_5HIo/view?usp=sharing,BASIC
Chronicle,,Sign language gesture for 'Chronicle',Example sentence using 'Chronicle'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747667,2025-07-17T18:32:00.747667,https://drive.google.com/file/d/1NiSqHFkzGTpmnKO2CEzF7VCAyHQXZBVq/view?usp=sharing,BASIC
Clan,,Sign language gesture for 'Clan',Example sentence using 'Clan'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746710,2025-07-17T18:32:00.746710,https://drive.google.com/file/d/1LuBfT4GdVKL13TZhBT6csNOZuj57OAaf/view?usp=sharing,BASIC
Claustrophobia,,Sign language gesture for 'Claustrophobia',Example sentence using 'Claustrophobia'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745600,2025-07-17T18:32:00.745600,https://drive.google.com/file/d/1GO28cYBOMBSdfyGXi4waKrEZbDyGS27q/view?usp=sharing,BASIC
Clean,,One hand wipes the other palm,The house is very clean.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051472,2025-07-02T14:53:25.051474,https://drive.google.com/file/d/1wHJ3NnTnVjrqvnwb2s1Ms3B3MNVd5yko/view?usp=sharing,BASIC
Clean Room,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051919,2025-07-02T14:53:25.051921,,DAILY ACTIONS
Clinical Skills,,Sign language gesture for 'Clinical Skills',Example sentence using 'Clinical Skills'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745590,2025-07-17T18:32:00.745590,https://drive.google.com/file/d/1mLYpwN4NcQ6OR-wHRQpnNvm8l4lrFHko/view?usp=sharing,BASIC
Clock,,"Make circle, then point to numbers",The clock is fast.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051665,2025-07-02T14:53:25.051668,https://drive.google.com/file/d/1soNuMc-5dIqK1YuAKvLX6EBxPV50kiO-/view?usp=sharing,BASIC
Close,,"Both hands flat, bring them together",Close the window.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051415,2025-07-02T14:53:25.051419,https://drive.google.com/file/d/1C7IKV-o2tw2s4SejZDIVgibMhnabXfGe/view?usp=sharing,BASIC
Clothes,,Brush hands down chest,I need to buy clothes.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051633,2025-07-02T14:53:25.051635,https://drive.google.com/file/d/11iaCoaSlMfpoX5HJWTol5oi5MjyVYjwg/view?usp=sharing,BASIC
Codependency,,Sign language gesture for 'Codependency',Example sentence using 'Codependency'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745560,2025-07-17T18:32:00.745560,https://drive.google.com/file/d/1UHFrNaXk-cTf1gm0Z2XLT1BWOe8yqc_U/view?usp=sharing,ADVANCED
Cognitive,,Sign language gesture for 'Cognitive',Example sentence using 'Cognitive'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745572,2025-07-17T18:32:00.745572,https://drive.google.com/file/d/1Gkt5_7lTCd8hoiVHflsKFvc8v8QmCmlU/view?usp=sharing,BASIC
Cold,,Hug yourself and shiver,It's cold outside today.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051320,2025-07-02T14:53:25.051322,https://drive.google.com/file/d/14IAmAp9nLXJFACLYD0uGI6RIF32dhoQ2/view?usp=sharing,BASIC
Come,,"Extend hand forward, then bring it back toward body","Come here, please.",beginner,FALSE,FALSE,2025-07-02T14:53:25.051205,2025-07-02T14:53:25.051208,https://drive.google.com/file/d/1q1WGTXFnwZYWF4EEtzvxloHZIBXSPg_R/view?usp=sharing,BASIC
Comforting,,Sign language gesture for 'Comforting',Example sentence using 'Comforting'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745549,2025-07-17T18:32:00.745549,https://drive.google.com/file/d/1lLhvJF7AqtlMC4NhUWjeIdj2nG9LGnE4/view?usp=sharing,EMOTIONS AND REACTIONS
Commercial Farming,,Sign language gesture for 'Commercial Farming',Example sentence using 'Commercial Farming'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747812,2025-07-17T18:32:00.747812,https://drive.google.com/file/d/1RlQgkVIjautzu6stOlJsO9ZE3bpPnWYp/view?usp=sharing,BASIC
Communicable Diseases,,Sign language gesture for 'Communicable Diseases',Example sentence using 'Communicable Diseases'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745579,2025-07-17T18:32:00.745579,https://drive.google.com/file/d/18K0DsbCXNnlA1UX9tVFGVQ61BbY21uxQ/view?usp=sharing,MEDICAL AND HEALTH
Community Land,,Sign language gesture for 'Community Land',Example sentence using 'Community Land'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747645,2025-07-17T18:32:00.747645,https://drive.google.com/file/d/1TzeXoiP6uvl49Yj7c_5eUrVlqY2kavtu/view?usp=sharing,SCIENCE AND ACADEMIC
Community Participation,,Sign language gesture for 'Community Participation',Example sentence using 'Community Participation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745545,2025-07-17T18:32:00.745545,https://drive.google.com/file/d/1JyuS8YkFSw_oiq_8RNZPffaZH-OBukeT/view?usp=sharing,BASIC
Comorbidity,,Sign language gesture for 'Comorbidity',Example sentence using 'Comorbidity'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745533,2025-07-17T18:32:00.745533,https://drive.google.com/file/d/1Kaj5R3lzCqsksUQ71EgDi6mK1BNSgfYv/view?usp=sharing,BASIC
Complex Trauma,,Sign language gesture for 'Complex Trauma',Example sentence using 'Complex Trauma'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745501,2025-07-17T18:32:00.745501,https://drive.google.com/file/d/1jAyAvSn2LSJiELzLHS2NQskuOGqnStok/view?usp=sharing,MEDICAL AND HEALTH
Complicated Grief,,Sign language gesture for 'Complicated Grief',Example sentence using 'Complicated Grief'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745512,2025-07-17T18:32:00.745512,https://drive.google.com/file/d/1ZGIYuetPsaVSF1UirF6eM6fBAJjTdc1c/view?usp=sharing,BASIC
Compliments,,Sign language gesture for 'Compliments',Example sentence using 'Compliments'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745522,2025-07-17T18:32:00.745522,https://drive.google.com/file/d/1_oUQM8WvP_SEMERJPn19Wu2-0aLbPaXu/view?usp=sharing,BASIC
Compulsions,,Sign language gesture for 'Compulsions',Example sentence using 'Compulsions'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745493,2025-07-17T18:32:00.745493,https://drive.google.com/file/d/1IgEcKGguW6bDU8MNWLbB51quLaqFGhm1/view?usp=sharing,BASIC
Computer,,Type with both hands,I work on my computer.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051594,2025-07-02T14:53:25.051598,https://drive.google.com/file/d/1kQB72HQC5U9MfamONN41x7ezTnz8bCOe/view?usp=sharing,BASIC
Conditioned,,Sign language gesture for 'Conditioned',Example sentence using 'Conditioned'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745482,2025-07-17T18:32:00.745482,https://drive.google.com/file/d/1s0AK1S3dpUHowYLjWzAktNCxtQES9IXu/view?usp=sharing,BASIC
Confused,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051903,2025-07-02T14:53:25.051905,https://drive.google.com/file/d/1DKQs0eGHnB2rEASEeWDBcdjfbfRNDo9J/view?usp=sharing,EMOTIONS AND REACTIONS
Confused Thoughts,,Sign language gesture for 'Confused Thoughts',Example sentence using 'Confused Thoughts'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745459,2025-07-17T18:32:00.745459,https://drive.google.com/file/d/1AashToBWGHz1snVvslj1gkvlToxl8315/view?usp=sharing,ADVANCED
Connection,,Sign language gesture for 'Connection',Example sentence using 'Connection'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745471,2025-07-17T18:32:00.745471,https://drive.google.com/file/d/1i8xDDuGntbC6ndsvuUbeuS6hX7WaIsts/view?usp=sharing,BASIC
Consequences,,Sign language gesture for 'Consequences',Example sentence using 'Consequences'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745448,2025-07-17T18:32:00.745448,https://drive.google.com/file/d/1mlKgtn1DkdG-L8TLGP763IN5j6nkgGNE/view?usp=sharing,ADVANCED
Constant Fear,,Sign language gesture for 'Constant Fear',Example sentence using 'Constant Fear'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745438,2025-07-17T18:32:00.745438,https://drive.google.com/file/d/1LZ1miq_ya4WCnCNJ-VFJ0b_JoL0yI8fz/view?usp=sharing,ADVANCED
Constant Worry,,Sign language gesture for 'Constant Worry',Example sentence using 'Constant Worry'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745400,2025-07-17T18:32:00.745400,https://drive.google.com/file/d/1MTE4cKrMIhhmI4KCJktK0hlSN8vOzTm1/view?usp=sharing,ADVANCED
Constellation,,Sign language gesture for 'Constellation',Example sentence using 'Constellation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.747254,2025-07-17T18:32:00.747254,https://drive.google.com/file/d/1Klm8ajRA2ZosJnXrR0D4NFJ0vEOAmDxD/view?usp=sharing,BASIC
Consultation,,Sign language gesture for 'Consultation',Example sentence using 'Consultation'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745411,2025-07-17T18:32:00.745411,https://drive.google.com/file/d/1kw8AzMeFetVg1Bl-4UdNUgKZifYLsIyl/view?usp=sharing,BASIC
Continent,,Sign language gesture for 'Continent',Example sentence using 'Continent'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746448,2025-07-17T18:32:00.746448,https://drive.google.com/file/d/13UZxzmN3uS9KiOLgVZiF_4LdRYG0GSl1/view?usp=sharing,BASIC
Conventional Sources Of Energy,,Sign language gesture for 'Conventional Sources Of Energy',Example sentence using 'Conventional Sources Of Energy'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746891,2025-07-17T18:32:00.746891,https://drive.google.com/file/d/1jLnjeyXipXkrXPtuP8cBihaOFXU231Ww/view?usp=sharing,BASIC
Convulsive Movement Convulsion,,Sign language gesture for 'Convulsive Movement Convulsion',Example sentence using 'Convulsive Movement Convulsion'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745423,2025-07-17T18:32:00.745423,https://drive.google.com/file/d/1nx3S_jX_zSeIBK86oacwxmamXcLO0DZz/view?usp=sharing,BASIC
Cook,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051915,2025-07-02T14:53:25.051917,https://drive.google.com/file/d/1BjkH2pq_CzSASbkqj3CrYGRPNiDw5c2R/view?usp=sharing,DAILY ACTIONS
